0, 	0,	2.0,	5.535,	1.5
1, 	1, 	4.5,	5.515, 	1.5
2, 	2,	6.298,	5.515,	1.5
3,	3,	6.272,	0.01,	1.5
4, 	4,	3.8,	0.01,	1.5
5, 	5,	2.0,	0.01,	1.5
